,batch_id,initial_weight_kg,meat_temp_c,grind_size_mm,water_ratio,fat_ratio,final_weight_kg,yield_loss_ratio
1854,1855,23.78,1.1,3,0.16,0.11,22.69,0.046
1855,1856,13.78,-2.9,8,0.08,0.16,11.77,0.146
1856,1857,21.33,0.8,5,0.07,0.22,19.62,0.08
1857,1858,16.91,-0.8,3,0.13,0.17,15.32,0.094
1858,1859,22.63,3.1,5,0.08,0.2,21.3,0.059
1859,1860,20.93,2.8,8,0.06,0.28,18.98,0.093
1860,1861,21.65,4.2,3,0.13,0.17,19.73,0.089
1861,1862,19.84,-3.9,3,0.1,0.17,18.71,0.057
1862,1863,12.66,3.3,8,0.16,0.26,10.73,0.152
1863,1864,18.18,4.4,8,0.1,0.16,16.52,0.091
1864,1865,24.77,3.1,3,0.2,0.12,23.37,0.057
1865,1866,24.06,-2.8,8,0.16,0.14,20.42,0.151
1866,1867,10.65,-3.3,8,0.06,0.29,9.72,0.087
1867,1868,12.47,-3.8,3,0.13,0.29,11.05,0.114
1868,1869,11.98,1.7,5,0.13,0.14,10.74,0.104
1869,1870,20.89,1.7,8,0.15,0.21,18.96,0.092
1870,1871,22.27,4.9,5,0.12,0.13,20.13,0.096
1871,1872,13.2,-0.4,5,0.12,0.23,11.42,0.135
1872,1873,17.59,-1.0,5,0.11,0.14,15.92,0.095
1873,1874,22.61,1.6,8,0.09,0.11,19.65,0.131
1874,1875,20.99,3.4,3,0.19,0.26,19.17,0.087
1875,1876,18.13,4.4,3,0.1,0.17,16.45,0.093
1876,1877,18.86,3.2,3,0.06,0.12,17.74,0.059
1877,1878,17.63,-0.2,3,0.08,0.27,15.66,0.112
1878,1879,14.46,1.7,3,0.18,0.25,13.37,0.075
1879,1880,18.48,3.7,3,0.14,0.24,17.37,0.06
1880,1881,20.33,0.4,5,0.17,0.28,17.62,0.133
1881,1882,23.1,-2.0,5,0.17,0.2,19.7,0.147
1882,1883,19.54,-2.5,5,0.17,0.13,16.89,0.136
1883,1884,21.42,-4.0,8,0.13,0.11,19.57,0.086
1884,1885,12.4,2.5,8,0.08,0.16,10.89,0.122
1885,1886,16.92,-3.0,8,0.07,0.12,14.54,0.141
1886,1887,10.14,-1.8,3,0.14,0.21,9.15,0.098
1887,1888,13.7,-1.3,5,0.1,0.1,11.86,0.134
1888,1889,20.9,1.0,8,0.13,0.19,18.12,0.133
1889,1890,24.88,-0.4,5,0.12,0.14,22.76,0.085
1890,1891,11.49,2.1,3,0.14,0.17,10.93,0.049
1891,1892,16.02,-3.5,5,0.05,0.24,14.43,0.099
1892,1893,22.0,-2.9,3,0.05,0.17,19.76,0.102
1893,1894,13.06,0.5,8,0.16,0.17,11.23,0.14
1894,1895,18.33,-1.0,3,0.08,0.3,16.23,0.115
1895,1896,21.0,-1.3,3,0.15,0.24,19.15,0.088
1896,1897,19.24,-3.4,5,0.13,0.2,16.69,0.133
1897,1898,12.82,4.1,3,0.2,0.22,11.38,0.112
1898,1899,15.33,2.2,8,0.18,0.22,13.21,0.138
1899,1900,21.76,-2.9,8,0.11,0.1,19.68,0.096
1900,1901,18.31,-3.4,3,0.14,0.12,16.84,0.08
1901,1902,10.08,4.8,5,0.07,0.23,9.41,0.066
1902,1903,21.41,2.1,8,0.11,0.17,17.9,0.164
1903,1904,10.53,-0.2,8,0.16,0.11,9.65,0.084
1904,1905,21.19,2.3,3,0.14,0.16,20.07,0.053
1905,1906,13.04,2.8,3,0.12,0.13,12.35,0.053
1906,1907,24.37,3.0,8,0.08,0.28,20.66,0.152
1907,1908,15.52,0.3,3,0.17,0.14,14.08,0.093
1908,1909,14.9,-0.1,3,0.09,0.13,12.97,0.13
1909,1910,12.23,-3.9,8,0.17,0.23,10.94,0.105
1910,1911,14.58,4.3,5,0.14,0.2,12.83,0.12
1911,1912,23.15,1.4,5,0.11,0.22,21.21,0.084
1912,1913,24.95,-2.2,8,0.06,0.19,21.03,0.157
1913,1914,15.52,4.3,3,0.08,0.19,14.24,0.082
1914,1915,16.73,4.2,8,0.18,0.26,14.3,0.145
1915,1916,20.83,4.9,8,0.17,0.14,19.39,0.069
1916,1917,23.29,3.9,3,0.14,0.18,20.91,0.102
1917,1918,18.9,5.0,5,0.12,0.29,16.03,0.152
1918,1919,15.87,-1.8,5,0.15,0.14,13.72,0.135
1919,1920,16.19,3.6,3,0.12,0.16,14.41,0.11
1920,1921,20.43,3.4,8,0.15,0.14,18.64,0.088
1921,1922,10.05,-1.9,3,0.1,0.1,9.34,0.071
1922,1923,19.29,-3.1,8,0.18,0.15,17.43,0.096
1923,1924,15.33,4.8,3,0.16,0.11,14.02,0.085
1924,1925,21.91,-1.3,3,0.1,0.13,20.4,0.069
1925,1926,11.39,3.8,5,0.17,0.17,10.6,0.069
1926,1927,18.82,-4.0,5,0.12,0.1,16.56,0.12
1927,1928,17.21,-3.8,3,0.08,0.25,14.47,0.159
1928,1929,19.63,0.2,3,0.06,0.26,18.29,0.068
1929,1930,10.97,-1.9,5,0.15,0.18,9.3,0.152
1930,1931,18.7,2.2,8,0.18,0.3,16.1,0.139
1931,1932,18.42,1.1,5,0.17,0.24,17.13,0.07
1932,1933,18.41,-3.3,8,0.15,0.25,15.86,0.139
1933,1934,19.05,-2.5,5,0.07,0.14,17.83,0.064
1934,1935,20.15,-0.5,5,0.06,0.27,17.98,0.108
1935,1936,22.07,-2.3,8,0.1,0.29,18.3,0.171
1936,1937,14.05,3.1,3,0.18,0.15,12.59,0.104
1937,1938,22.38,-0.3,5,0.19,0.24,18.93,0.154
1938,1939,17.47,-3.2,5,0.09,0.25,15.53,0.111
1939,1940,11.16,0.4,5,0.16,0.16,9.96,0.108
1940,1941,10.88,-3.2,3,0.14,0.2,9.86,0.094
1941,1942,15.01,-2.8,5,0.05,0.12,12.68,0.155
1942,1943,21.77,-1.8,3,0.13,0.13,19.47,0.106
1943,1944,20.62,3.7,5,0.17,0.11,19.49,0.055
1944,1945,21.83,4.3,8,0.09,0.21,20.59,0.057
1945,1946,17.76,3.4,5,0.18,0.23,16.79,0.055
1946,1947,16.6,-1.0,5,0.09,0.28,15.53,0.064
1947,1948,12.21,-1.5,3,0.06,0.21,10.85,0.111
1948,1949,14.92,0.9,3,0.07,0.15,12.98,0.13
1949,1950,16.51,2.5,3,0.18,0.11,15.66,0.051
1950,1951,11.33,4.9,8,0.11,0.28,10.22,0.098
1951,1952,13.31,-2.8,8,0.17,0.2,12.07,0.093
1952,1953,18.97,-3.6,3,0.13,0.25,17.73,0.065
1953,1954,21.03,2.2,8,0.12,0.1,17.8,0.154
1954,1955,24.98,3.5,3,0.17,0.2,22.12,0.114
1955,1956,24.0,3.6,8,0.11,0.17,20.12,0.162
1956,1957,19.64,2.1,3,0.17,0.11,18.69,0.048
1957,1958,16.32,4.6,3,0.07,0.26,14.61,0.105
1958,1959,19.54,0.6,8,0.15,0.2,17.26,0.117
1959,1960,21.78,4.2,5,0.16,0.17,19.49,0.105
1960,1961,11.78,4.7,3,0.18,0.26,10.31,0.125
1961,1962,16.15,3.6,3,0.08,0.19,14.53,0.1
1962,1963,22.6,-1.2,5,0.14,0.1,19.78,0.125
1963,1964,15.76,-2.2,3,0.11,0.29,13.6,0.137
1964,1965,18.58,0.9,3,0.11,0.15,16.28,0.124
1965,1966,18.82,0.1,8,0.07,0.27,15.97,0.151
1966,1967,12.77,3.9,5,0.07,0.26,11.5,0.099
1967,1968,15.43,-3.1,3,0.18,0.13,14.08,0.087
1968,1969,15.02,-1.7,3,0.16,0.19,13.54,0.099
1969,1970,10.39,2.8,5,0.11,0.11,9.76,0.061
1970,1971,10.36,-3.1,5,0.17,0.17,9.03,0.128
1971,1972,22.48,-1.1,8,0.06,0.25,20.55,0.086
1972,1973,14.1,-0.5,8,0.14,0.15,12.59,0.107
1973,1974,17.77,1.6,8,0.18,0.12,15.96,0.102
1974,1975,14.48,-2.6,3,0.18,0.2,13.03,0.1
1975,1976,24.11,3.7,5,0.11,0.21,21.72,0.099
1976,1977,13.89,0.0,8,0.16,0.24,12.04,0.133
1977,1978,16.44,4.3,5,0.11,0.25,14.2,0.136
1978,1979,23.09,0.2,3,0.18,0.24,21.21,0.081
1979,1980,22.63,-1.5,3,0.13,0.27,20.53,0.093
1980,1981,12.79,-2.7,5,0.16,0.14,11.25,0.12
1981,1982,22.04,-4.0,5,0.06,0.21,19.87,0.098
1982,1983,16.87,0.8,8,0.14,0.17,14.64,0.132
1983,1984,17.24,-3.0,5,0.13,0.29,15.51,0.1
1984,1985,12.0,-0.5,8,0.14,0.19,10.53,0.123
1985,1986,11.21,1.3,5,0.15,0.29,10.59,0.055
1986,1987,20.92,-1.5,5,0.19,0.25,19.51,0.067
1987,1988,17.45,-2.4,5,0.17,0.24,15.99,0.084
1988,1989,16.55,3.0,3,0.08,0.2,15.44,0.067
1989,1990,20.94,4.5,3,0.17,0.19,18.95,0.095
1990,1991,21.48,-3.1,3,0.07,0.21,19.38,0.098
1991,1992,12.38,-2.6,8,0.14,0.16,10.24,0.173
1992,1993,19.15,4.6,8,0.18,0.28,17.39,0.092
1993,1994,12.03,-3.7,3,0.07,0.26,10.47,0.13
1994,1995,21.27,4.8,3,0.18,0.26,18.85,0.114
1995,1996,19.85,-4.0,5,0.17,0.19,17.53,0.117
1996,1997,24.35,3.9,5,0.13,0.11,22.4,0.08
1997,1998,11.03,-1.2,8,0.1,0.24,9.84,0.108
1998,1999,10.86,4.4,8,0.11,0.17,9.17,0.156
1999,2000,14.23,-1.1,5,0.2,0.27,13.21,0.072
2000,2001,13.93,1.9,8,0.08,0.26,12.2,0.124
2001,2002,13.7,-3.3,3,0.14,0.13,12.47,0.09
2002,2003,23.59,-1.8,5,0.06,0.22,21.05,0.108
2003,2004,13.74,3.0,5,0.08,0.24,12.88,0.063
2004,2005,14.08,0.8,8,0.16,0.21,11.64,0.173
2005,2006,21.39,4.4,5,0.1,0.2,18.9,0.116
2006,2007,16.75,-0.1,5,0.2,0.15,14.74,0.12
2007,2008,21.65,3.8,3,0.13,0.15,19.56,0.097
2008,2009,10.98,0.0,5,0.13,0.25,9.94,0.095
2009,2010,17.31,4.8,5,0.06,0.1,15.71,0.092
2010,2011,10.5,4.6,5,0.19,0.26,9.97,0.05
2011,2012,10.94,-1.0,5,0.08,0.21,10.03,0.083
2012,2013,23.6,4.0,3,0.13,0.29,20.28,0.141
2013,2014,12.09,3.6,5,0.11,0.3,11.31,0.065
2014,2015,17.99,-2.1,3,0.11,0.23,16.09,0.106
2015,2016,16.17,1.6,3,0.15,0.18,14.29,0.116
2016,2017,15.21,-3.3,3,0.15,0.2,13.13,0.137
2017,2018,23.5,3.5,8,0.07,0.14,20.19,0.141
2018,2019,10.33,-2.4,8,0.12,0.12,9.51,0.079
2019,2020,19.96,-3.4,5,0.17,0.22,17.8,0.108
2020,2021,24.45,-0.4,3,0.12,0.26,23.04,0.058
2021,2022,18.4,1.2,8,0.07,0.15,16.31,0.114
2022,2023,24.05,3.7,5,0.1,0.18,21.47,0.107
2023,2024,10.78,4.8,8,0.08,0.21,9.1,0.156
2024,2025,16.28,-0.0,3,0.07,0.28,15.3,0.06
2025,2026,13.9,-3.5,5,0.11,0.13,12.67,0.088
2026,2027,20.96,2.7,3,0.13,0.15,19.24,0.082
2027,2028,24.72,1.1,3,0.06,0.28,23.03,0.068
2028,2029,13.85,0.0,8,0.14,0.11,12.33,0.11
2029,2030,19.81,-1.2,5,0.2,0.23,16.97,0.143
2030,2031,12.97,0.5,5,0.19,0.23,10.99,0.153
2031,2032,18.48,-1.0,5,0.17,0.18,17.41,0.058
2032,2033,16.96,2.8,8,0.09,0.19,14.1,0.169
2033,2034,24.58,0.9,5,0.05,0.27,21.87,0.11
2034,2035,19.13,3.9,8,0.18,0.13,17.81,0.069
2035,2036,15.24,0.9,5,0.06,0.15,13.01,0.146
2036,2037,11.71,-1.9,8,0.08,0.2,9.96,0.149
2037,2038,12.27,3.7,5,0.13,0.18,10.74,0.125
2038,2039,13.38,1.0,8,0.08,0.21,12.05,0.099
2039,2040,13.76,-2.1,3,0.18,0.28,12.86,0.065
2040,2041,22.76,1.6,3,0.17,0.28,19.99,0.122
2041,2042,18.42,-0.8,3,0.16,0.15,16.8,0.088
2042,2043,17.85,3.6,5,0.17,0.16,16.87,0.055
2043,2044,11.72,0.1,8,0.08,0.13,10.29,0.122
2044,2045,22.9,2.5,3,0.16,0.29,20.73,0.095
2045,2046,20.84,-3.1,5,0.1,0.18,18.2,0.127
2046,2047,11.02,-0.4,8,0.15,0.19,9.97,0.095
2047,2048,20.62,4.8,3,0.07,0.26,18.42,0.107
2048,2049,18.15,3.3,3,0.16,0.2,17.29,0.047
2049,2050,11.23,-2.6,5,0.2,0.12,10.34,0.079
2050,2051,16.87,-1.5,8,0.06,0.19,15.23,0.097
2051,2052,17.27,-1.0,5,0.06,0.23,14.5,0.16
2052,2053,12.49,1.9,3,0.07,0.24,11.86,0.05
2053,2054,24.19,2.8,5,0.11,0.23,20.8,0.14
2054,2055,22.75,2.7,5,0.09,0.12,20.84,0.084
2055,2056,20.04,0.6,3,0.17,0.16,18.51,0.076
2056,2057,16.93,3.3,3,0.12,0.25,14.96,0.116
2057,2058,16.18,-0.1,8,0.12,0.28,13.27,0.18
2058,2059,19.76,-2.9,8,0.16,0.11,18.4,0.069
2059,2060,18.18,1.1,3,0.1,0.11,16.32,0.102
2060,2061,10.93,4.6,3,0.1,0.23,9.99,0.086
2061,2062,17.69,3.1,8,0.16,0.21,14.89,0.158
2062,2063,22.1,1.2,5,0.17,0.13,19.4,0.122
2063,2064,16.89,1.8,3,0.05,0.21,15.57,0.078
2064,2065,10.78,4.4,3,0.07,0.29,10.19,0.055
2065,2066,21.79,-0.1,5,0.08,0.23,19.59,0.101
2066,2067,13.02,-1.0,8,0.1,0.19,11.11,0.147
2067,2068,13.88,4.8,8,0.09,0.27,12.34,0.111
2068,2069,12.47,3.8,5,0.15,0.14,10.82,0.132
2069,2070,14.95,-1.1,3,0.17,0.18,13.77,0.079
2070,2071,21.35,0.2,5,0.08,0.21,20.09,0.059
2071,2072,17.79,-0.3,3,0.13,0.2,15.37,0.136
2072,2073,13.07,-2.7,8,0.11,0.28,11.8,0.097
2073,2074,23.17,4.6,3,0.13,0.16,22.12,0.045
2074,2075,23.19,-0.4,3,0.14,0.11,21.76,0.062
2075,2076,23.06,3.9,3,0.18,0.28,20.2,0.124
2076,2077,13.58,-2.3,3,0.08,0.14,12.92,0.049
2077,2078,16.77,0.9,3,0.06,0.18,15.46,0.078
2078,2079,24.77,-3.8,8,0.14,0.21,20.36,0.178
2079,2080,21.58,2.9,5,0.11,0.3,19.4,0.101
2080,2081,10.41,1.2,8,0.07,0.21,9.27,0.11
2081,2082,10.98,1.6,3,0.07,0.19,10.18,0.073
2082,2083,16.96,-3.5,5,0.13,0.22,15.34,0.096
2083,2084,23.64,-2.1,3,0.1,0.29,22.12,0.064
2084,2085,18.08,-3.3,8,0.2,0.26,15.93,0.119
2085,2086,17.47,-1.4,8,0.11,0.13,14.61,0.164
2086,2087,11.58,1.6,3,0.08,0.26,10.99,0.051
2087,2088,19.85,1.1,3,0.14,0.27,18.25,0.081
2088,2089,22.33,1.5,5,0.09,0.24,20.31,0.09
2089,2090,15.71,0.9,5,0.12,0.23,14.81,0.057
2090,2091,21.63,-1.5,3,0.12,0.19,19.35,0.105
2091,2092,24.47,-1.8,5,0.12,0.23,21.72,0.112
2092,2093,13.06,-2.8,3,0.17,0.25,11.26,0.138
2093,2094,17.85,3.6,3,0.08,0.12,16.72,0.063
2094,2095,14.31,1.5,3,0.19,0.15,13.71,0.042
2095,2096,21.89,-2.3,8,0.17,0.14,18.62,0.149
2096,2097,18.66,-2.4,3,0.1,0.27,17.12,0.083
2097,2098,19.52,3.9,3,0.08,0.24,16.87,0.136
2098,2099,21.97,2.7,3,0.09,0.19,19.73,0.102
2099,2100,15.94,1.9,5,0.1,0.27,13.98,0.123
2100,2101,23.73,-0.3,3,0.13,0.24,22.29,0.061
2101,2102,18.0,-1.6,8,0.06,0.28,16.46,0.086
2102,2103,12.37,4.8,8,0.19,0.12,11.62,0.061
2103,2104,20.44,3.2,3,0.06,0.2,18.42,0.099
2104,2105,21.9,-1.3,3,0.09,0.24,20.48,0.065
2105,2106,14.75,3.6,3,0.07,0.14,13.26,0.101
2106,2107,22.86,2.8,8,0.09,0.17,20.98,0.082
2107,2108,23.59,-1.3,5,0.18,0.18,22.17,0.06
2108,2109,14.15,-0.2,5,0.14,0.26,12.8,0.095
2109,2110,24.75,-2.3,3,0.08,0.2,23.16,0.064
2110,2111,12.11,-3.0,5,0.18,0.2,11.14,0.08
2111,2112,13.03,2.5,8,0.17,0.19,10.98,0.157
2112,2113,12.76,-1.6,3,0.16,0.15,11.3,0.114
2113,2114,23.41,3.4,5,0.18,0.28,22.06,0.058
2114,2115,19.81,5.0,3,0.14,0.16,18.23,0.08
2115,2116,12.28,-3.3,3,0.13,0.21,11.19,0.089
2116,2117,16.6,0.3,8,0.11,0.13,14.73,0.113
2117,2118,19.23,3.2,8,0.08,0.19,17.02,0.115
2118,2119,11.25,3.1,5,0.13,0.28,9.77,0.132
2119,2120,23.24,2.8,8,0.18,0.3,21.57,0.072
2120,2121,22.05,-0.9,3,0.14,0.17,20.16,0.086
2121,2122,17.58,0.1,8,0.19,0.13,15.94,0.093
2122,2123,24.51,1.4,5,0.1,0.16,21.94,0.105
2123,2124,16.27,4.8,5,0.15,0.17,14.4,0.115
2124,2125,24.76,-1.1,5,0.15,0.23,21.37,0.137
2125,2126,20.02,4.3,8,0.15,0.2,17.83,0.109
2126,2127,19.52,-1.6,8,0.15,0.25,16.53,0.153
2127,2128,12.49,4.9,8,0.08,0.24,10.81,0.135
2128,2129,23.23,2.0,8,0.07,0.15,21.02,0.095
2129,2130,16.41,0.2,8,0.2,0.26,13.91,0.152
2130,2131,12.43,1.5,5,0.06,0.27,10.82,0.13
2131,2132,10.19,-1.5,5,0.12,0.22,9.11,0.106
2132,2133,18.4,-1.5,8,0.11,0.29,15.53,0.156
2133,2134,17.91,-3.0,3,0.1,0.26,15.63,0.127
2134,2135,20.79,-3.0,5,0.17,0.22,19.16,0.078
2135,2136,23.35,-0.9,3,0.16,0.28,21.96,0.06
2136,2137,11.19,2.9,3,0.19,0.22,10.29,0.08
2137,2138,20.97,1.5,5,0.11,0.2,17.88,0.147
2138,2139,12.81,-3.1,3,0.13,0.17,11.08,0.135
2139,2140,22.87,3.7,3,0.18,0.28,20.42,0.107
2140,2141,22.29,1.4,5,0.2,0.12,20.06,0.1
2141,2142,18.11,4.6,5,0.2,0.19,16.45,0.092
2142,2143,20.65,2.0,8,0.16,0.21,18.41,0.108
2143,2144,14.72,-2.4,5,0.07,0.21,12.73,0.135
2144,2145,17.07,0.3,3,0.05,0.23,15.02,0.12
2145,2146,22.32,1.8,5,0.17,0.2,19.85,0.111
2146,2147,16.89,-3.7,8,0.18,0.15,15.56,0.079
2147,2148,15.37,-3.9,5,0.16,0.27,12.76,0.17
2148,2149,17.41,-2.8,3,0.09,0.23,16.22,0.068
2149,2150,22.42,-1.7,5,0.15,0.27,18.65,0.168
2150,2151,15.03,-0.1,3,0.1,0.16,13.68,0.09
2151,2152,12.61,0.4,5,0.12,0.23,11.61,0.079
2152,2153,20.68,-2.8,8,0.11,0.24,17.18,0.169
2153,2154,22.39,2.1,8,0.19,0.18,19.52,0.128
2154,2155,11.51,1.4,5,0.09,0.26,9.74,0.154
2155,2156,13.6,-1.3,3,0.14,0.1,12.26,0.099
2156,2157,12.13,-3.9,8,0.1,0.22,10.78,0.111
2157,2158,15.22,-3.3,3,0.15,0.22,13.54,0.11
2158,2159,16.76,-0.5,5,0.13,0.21,14.82,0.116
2159,2160,21.23,-2.6,8,0.19,0.23,19.47,0.083
2160,2161,19.77,-0.6,8,0.07,0.13,17.59,0.11
2161,2162,19.31,1.7,3,0.08,0.24,16.71,0.135
2162,2163,15.29,0.9,8,0.16,0.17,13.0,0.15
2163,2164,22.62,-1.9,3,0.11,0.19,20.93,0.075
2164,2165,17.07,-0.9,3,0.07,0.17,16.09,0.057
2165,2166,24.69,1.5,5,0.13,0.19,23.04,0.067
2166,2167,19.51,3.7,3,0.15,0.22,18.32,0.061
2167,2168,11.89,2.8,8,0.06,0.27,9.7,0.184
2168,2169,20.14,1.0,3,0.09,0.2,17.35,0.139
2169,2170,14.88,-0.7,8,0.17,0.16,13.41,0.099
2170,2171,20.29,-0.7,3,0.13,0.2,19.04,0.062
2171,2172,11.04,3.9,5,0.06,0.24,9.94,0.1
2172,2173,12.62,-3.6,5,0.09,0.17,11.74,0.07
2173,2174,22.84,4.9,3,0.15,0.18,21.26,0.069
2174,2175,13.41,2.0,3,0.08,0.21,12.67,0.055
2175,2176,22.56,2.1,3,0.17,0.16,21.22,0.059
2176,2177,14.19,-3.7,5,0.15,0.14,13.35,0.059
2177,2178,19.64,1.4,3,0.12,0.13,18.32,0.067
2178,2179,20.41,0.4,3,0.19,0.17,18.65,0.086
2179,2180,17.69,-3.0,8,0.11,0.11,16.34,0.076
2180,2181,14.58,-1.5,5,0.09,0.22,12.68,0.13
2181,2182,13.19,4.0,5,0.15,0.14,11.88,0.099
2182,2183,10.5,0.9,3,0.14,0.18,9.11,0.132
2183,2184,14.56,-0.3,3,0.1,0.15,13.49,0.073
2184,2185,19.8,-3.3,8,0.1,0.23,16.58,0.163
2185,2186,24.07,2.4,3,0.11,0.27,20.93,0.13
2186,2187,23.07,2.3,5,0.09,0.23,21.74,0.058
2187,2188,21.49,1.5,8,0.16,0.21,18.01,0.162
2188,2189,21.83,0.6,5,0.15,0.23,19.07,0.126
2189,2190,19.97,-0.1,3,0.12,0.11,19.11,0.043
2190,2191,13.9,1.3,8,0.11,0.12,12.45,0.104
2191,2192,23.61,-1.9,5,0.1,0.12,21.81,0.076
2192,2193,20.06,4.5,5,0.09,0.12,18.77,0.064
2193,2194,18.41,1.3,5,0.06,0.15,16.85,0.085
2194,2195,11.66,-1.2,3,0.09,0.21,10.89,0.066
2195,2196,16.71,0.0,3,0.1,0.12,14.81,0.114
2196,2197,16.91,3.3,3,0.13,0.29,14.87,0.121
2197,2198,22.97,-2.5,3,0.17,0.27,20.01,0.129
2198,2199,18.2,-1.4,5,0.11,0.29,15.95,0.124
2199,2200,15.71,2.1,8,0.19,0.11,14.18,0.097
2200,2201,24.65,-1.2,3,0.17,0.27,23.14,0.061
2201,2202,11.66,3.1,8,0.2,0.26,10.13,0.131
2202,2203,16.34,-2.8,5,0.18,0.28,13.98,0.144
2203,2204,10.63,2.9,3,0.14,0.21,9.81,0.077
2204,2205,21.1,-3.4,5,0.14,0.26,17.64,0.164
2205,2206,23.77,-3.9,3,0.07,0.11,22.5,0.053
2206,2207,14.2,4.1,3,0.16,0.12,13.05,0.081
2207,2208,22.88,1.2,8,0.14,0.12,19.31,0.156
2208,2209,14.38,-0.8,5,0.13,0.28,12.84,0.107
2209,2210,23.66,-1.9,5,0.15,0.11,21.82,0.078
2210,2211,21.31,1.6,5,0.12,0.12,18.35,0.139
2211,2212,22.07,0.6,8,0.13,0.29,19.86,0.1
2212,2213,10.27,4.9,8,0.11,0.12,9.14,0.11
2213,2214,24.44,4.8,5,0.16,0.27,20.91,0.144
2214,2215,20.9,1.7,5,0.18,0.26,18.23,0.128
2215,2216,14.57,-0.0,3,0.18,0.11,13.6,0.067
2216,2217,22.44,0.4,3,0.17,0.1,20.44,0.089
2217,2218,14.22,2.1,8,0.05,0.21,12.64,0.111
2218,2219,23.09,-3.1,3,0.19,0.3,19.85,0.14
2219,2220,11.69,-1.0,5,0.09,0.28,10.22,0.126
2220,2221,20.56,-3.3,5,0.18,0.16,19.4,0.056
2221,2222,18.11,-3.3,3,0.08,0.18,17.05,0.059
2222,2223,11.45,-2.2,3,0.12,0.18,10.68,0.067
2223,2224,13.63,0.4,8,0.16,0.25,11.74,0.139
2224,2225,10.19,3.1,3,0.15,0.17,9.49,0.069
2225,2226,17.03,0.4,8,0.11,0.13,15.34,0.099
2226,2227,14.52,-1.0,3,0.15,0.25,12.64,0.129
2227,2228,18.98,-3.3,3,0.13,0.19,17.48,0.079
2228,2229,14.46,1.0,3,0.09,0.12,13.71,0.052
2229,2230,14.5,-1.6,3,0.15,0.26,12.83,0.115
2230,2231,21.15,1.5,5,0.08,0.22,18.9,0.106
2231,2232,10.72,4.8,5,0.15,0.2,9.68,0.097
2232,2233,23.54,-3.0,5,0.05,0.23,20.43,0.132
2233,2234,22.78,-2.1,3,0.13,0.2,20.81,0.086
2234,2235,20.02,0.3,8,0.11,0.23,17.5,0.126
2235,2236,18.9,4.7,3,0.1,0.27,17.43,0.078
2236,2237,23.38,2.9,5,0.13,0.22,22.05,0.057
2237,2238,12.78,4.1,8,0.15,0.23,11.29,0.117
2238,2239,11.18,-1.0,8,0.19,0.22,9.54,0.147
2239,2240,13.59,4.9,5,0.17,0.21,11.72,0.138
2240,2241,21.92,-3.1,3,0.16,0.13,20.82,0.05
2241,2242,10.52,-3.5,8,0.12,0.17,8.68,0.175
2242,2243,18.74,3.7,8,0.11,0.24,17.21,0.082
2243,2244,24.93,4.3,5,0.05,0.19,23.64,0.052
2244,2245,22.84,-3.2,8,0.1,0.18,18.78,0.178
2245,2246,17.82,-3.0,8,0.18,0.25,16.57,0.07
2246,2247,10.95,-3.7,8,0.11,0.1,10.3,0.059
2247,2248,22.47,-3.1,3,0.12,0.24,20.14,0.104
2248,2249,18.98,-2.1,3,0.09,0.2,16.21,0.146
2249,2250,11.72,4.7,5,0.09,0.18,10.36,0.116
2250,2251,11.41,2.0,3,0.06,0.17,10.83,0.051
2251,2252,23.64,3.0,8,0.14,0.13,19.97,0.155
2252,2253,20.04,3.0,3,0.12,0.17,18.38,0.083
2253,2254,22.44,0.8,8,0.14,0.18,20.61,0.082
2254,2255,23.18,3.2,8,0.13,0.19,21.21,0.085
2255,2256,18.58,1.4,3,0.17,0.23,17.35,0.066
2256,2257,17.76,-1.2,3,0.16,0.19,16.72,0.059
2257,2258,16.46,1.0,3,0.17,0.26,15.1,0.083
2258,2259,14.75,0.8,3,0.12,0.23,13.09,0.113
2259,2260,16.52,3.4,5,0.1,0.14,14.74,0.108
2260,2261,21.61,4.8,3,0.19,0.16,20.36,0.058
2261,2262,19.03,-0.3,5,0.06,0.12,16.45,0.136
2262,2263,23.39,2.9,8,0.07,0.29,19.74,0.156
2263,2264,16.65,-3.1,5,0.11,0.28,14.42,0.134
2264,2265,19.11,3.0,8,0.14,0.12,16.52,0.136
2265,2266,19.47,-0.7,5,0.05,0.21,17.23,0.115
2266,2267,18.88,-3.6,5,0.16,0.29,17.7,0.062
2267,2268,20.54,-0.7,8,0.13,0.25,18.43,0.103
2268,2269,13.56,1.5,5,0.12,0.2,11.54,0.149
2269,2270,17.69,-2.9,8,0.11,0.15,15.54,0.122
2270,2271,11.56,4.3,3,0.13,0.16,10.67,0.077
2271,2272,15.77,-3.3,8,0.07,0.25,12.88,0.183
2272,2273,17.32,4.4,5,0.07,0.26,14.65,0.154
2273,2274,19.78,2.4,3,0.09,0.21,18.66,0.057
2274,2275,24.26,-1.0,5,0.16,0.12,21.8,0.101
2275,2276,19.01,-0.5,3,0.14,0.29,18.01,0.053
2276,2277,21.15,2.7,8,0.12,0.27,17.73,0.162
2277,2278,17.59,1.4,3,0.14,0.13,16.34,0.071
2278,2279,19.51,2.0,3,0.13,0.11,18.39,0.057
2279,2280,11.06,-0.5,3,0.1,0.21,10.52,0.049
2280,2281,13.82,0.4,5,0.06,0.16,11.75,0.15
2281,2282,15.43,4.9,3,0.18,0.16,13.8,0.106
2282,2283,17.09,-2.1,8,0.14,0.12,14.61,0.145
